1,02101999,16,11,88,32,25,0,70,78,73,61,90,89,46,95,6,33,34,21,14,22,x
2,09101999,76,63,18,44,84,11,55,93,8,29,82,62,17,64,24,14,37,97,49,51,x
3,16101999,34,8,10,11,99,28,67,20,55,74,45,48,85,91,79,57,47,22,17,54,x
4,23101999,14,67,12,55,25,60,51,30,41,35,78,83,93,64,98,39,44,49,5,63,x
5,30101999,39,32,65,8,51,42,17,92,43,71,28,73,98,69,59,54,20,87,99,0,x
6,06111999,48,12,24,76,33,58,27,13,93,42,35,74,17,72,73,47,75,30,20,80,x
7,13111999,97,19,94,23,85,39,50,59,46,45,99,36,70,64,92,3,56,18,6,73,x
8,20111999,19,41,26,65,47,75,5,94,10,0,59,33,99,57,84,11,74,83,7,53,x
9,27111999,73,36,21,98,30,17,70,60,67,22,29,0,3,10,7,32,9,1,69,77,x
10,04121999,47,42,51,28,25,81,34,41,8,60,86,38,65,55,63,79,9,87,95,98,x
11,11121999,16,54,53,93,46,87,79,24,14,83,34,58,74,8,94,78,51,71,64,35,x
12,18121999,89,81,37,16,56,63,5,21,22,49,20,36,39,32,65,10,88,28,52,43,x
13,24121999,75,84,0,79,32,42,76,58,2,47,59,82,3,66,91,6,35,56,68,88,x
14,31121999,83,36,85,43,3,52,30,59,97,76,13,11,29,4,37,40,86,55,81,18,x
15,08012000,14,12,13,54,92,38,26,31,5,48,4,29,73,97,15,22,19,41,65,94,x
16,15012000,91,57,59,49,94,1,45,51,73,16,13,46,48,63,10,12,78,11,22,29,x
17,22012000,98,39,38,29,43,78,19,97,92,79,1,37,47,30,96,59,13,31,22,61,x
18,29012000,92,34,69,85,16,97,47,46,0,60,79,96,59,91,70,78,5,40,32,76,x
19,05022000,67,31,86,8,53,82,94,36,21,0,25,13,11,77,98,33,48,10,18,99,x
20,12022000,84,72,59,90,97,30,75,26,42,55,31,93,71,65,61,60,70,43,51,20,x
21,19022000,71,54,67,38,59,16,89,2,92,77,45,75,7,73,26,99,97,29,41,8,x
22,26022000,13,94,0,5,37,56,84,85,93,11,38,29,41,23,33,42,49,95,45,79,x
23,04032000,77,4,41,53,28,17,40,19,99,24,26,18,32,78,60,64,37,25,89,31,x
24,11032000,95,42,13,66,48,46,51,75,43,49,32,1,11,50,23,94,41,45,59,86,x
25,18032000,98,48,85,5,21,73,95,49,64,46,45,94,88,47,59,31,19,82,93,92,x
26,25032000,33,81,42,51,66,78,19,92,13,88,53,15,3,5,27,4,30,48,32,49,x
27,01042000,3,56,86,84,31,58,59,32,61,6,21,91,82,75,16,71,98,19,39,1,x
28,08042000,85,37,96,5,89,64,24,67,68,49,54,33,73,65,57,60,45,44,56,41,x
29,15042000,84,11,42,96,5,29,9,27,86,87,61,68,78,69,85,1,2,53,74,93,x
30,22042000,79,33,0,15,60,5,61,23,97,40,29,34,42,43,71,24,36,49,22,72,x
31,29042000,15,7,52,94,24,64,73,35,14,10,53,44,0,68,48,8,1,79,13,43,x
32,06052000,5,20,29,49,12,83,23,28,41,80,79,42,95,67,94,66,92,39,76,17,x
33,13052000,49,13,82,93,14,52,34,11,6,23,90,76,60,28,71,56,39,86,33,12,x
34,20052000,66,45,77,82,61,24,23,28,51,20,19,89,44,54,9,58,2,14,79,12,x
35,27052000,23,48,85,47,88,12,11,42,99,67,22,4,14,49,28,54,53,8,36,60,x
36,03062000,71,56,58,5,16,17,85,86,65,50,88,76,78,57,43,69,51,55,9,89,x
37,10062000,44,43,74,73,99,1,20,3,82,97,98,50,9,55,17,35,38,21,52,6,x
38,17062000,56,4,58,55,30,35,66,36,57,2,11,20,83,99,12,53,61,49,23,98,x
39,24062000,84,24,17,26,33,57,78,70,72,2,0,5,38,30,81,52,44,9,11,18,x
40,01072000,55,74,7,5,62,9,77,57,80,41,83,16,90,67,51,8,99,86,43,25,x
41,08072000,98,50,37,33,47,4,86,64,26,82,29,58,11,9,71,77,22,41,52,65,x
42,15072000,12,18,48,74,75,29,35,41,83,64,3,80,86,89,67,73,99,21,20,47,x
43,22072000,17,54,93,31,96,32,8,94,18,39,30,53,75,77,86,90,58,84,6,19,x
44,29072000,78,15,40,28,32,87,36,52,44,72,23,38,80,18,54,0,81,77,8,99,x
45,05082000,3,33,74,80,18,70,90,24,1,30,67,69,37,68,42,57,14,41,86,0,x
46,12082000,5,2,98,97,28,50,93,94,24,12,78,25,63,45,0,9,81,32,31,41,x
47,19082000,7,21,18,95,80,75,10,78,31,96,50,11,92,42,89,97,82,70,34,39,x
48,26082000,34,64,15,14,37,13,56,0,30,5,98,9,68,47,45,35,88,18,74,70,x
49,02092000,29,45,50,85,86,55,21,80,61,81,79,40,44,62,37,95,83,97,88,31,x
50,09092000,34,20,26,24,73,68,6,54,8,40,28,0,27,71,30,66,82,39,43,42,x
51,16092000,41,21,1,53,10,83,3,98,16,89,51,82,40,46,60,75,63,47,57,4,x
52,23092000,85,50,81,9,53,26,89,87,31,18,65,37,80,45,73,99,69,6,1,13,x
53,30092000,56,8,28,42,82,18,12,41,10,34,86,49,59,32,62,95,21,50,39,6,x
54,07102000,97,88,23,98,6,87,45,22,18,43,56,40,17,38,74,94,15,53,91,86,x
55,14102000,97,37,5,4,96,26,44,49,40,99,50,89,54,3,64,63,32,74,67,73,x
56,18102000,82,74,88,92,47,56,28,60,30,24,12,16,91,31,8,35,36,17,80,63,x
57,21102000,41,67,98,58,85,79,64,44,9,78,93,83,73,97,50,5,28,2,95,25,x
58,25102000,8,80,92,23,25,22,78,85,48,95,16,19,13,74,90,11,51,61,56,66,x
59,28102000,27,81,92,63,14,83,35,96,7,89,45,76,56,53,52,94,20,91,16,30,x
60,01112000,60,76,4,41,88,12,14,42,22,17,87,93,45,40,26,67,68,43,47,2,x
61,04112000,64,60,84,70,68,6,0,53,40,74,88,27,26,61,30,14,35,34,55,51,x
62,08112000,33,32,66,43,44,31,27,19,20,14,24,62,49,61,9,81,36,41,25,23,x
63,11112000,82,52,78,24,74,91,92,41,54,47,69,1,99,36,65,48,57,33,3,18,x
64,18112000,6,54,38,21,93,66,5,9,69,47,16,37,85,98,84,68,29,51,11,3,x
65,22112000,98,83,72,23,79,7,69,14,8,58,21,39,18,1,27,45,31,86,11,92,x
66,25112000,16,54,76,92,62,99,38,4,66,36,23,88,14,94,33,17,57,78,44,26,x
67,29112000,14,64,46,62,9,18,76,7,50,25,49,91,26,89,85,3,36,98,94,75,x
68,02122000,82,8,28,88,3,46,78,94,32,54,71,6,23,5,24,25,45,22,57,53,x
69,06122000,55,0,95,45,94,15,72,34,76,24,69,73,98,58,86,30,29,14,1,83,x
70,09122000,17,44,89,66,90,80,38,94,81,12,46,30,83,41,91,13,0,39,47,33,x
71,13122000,39,30,66,69,24,81,90,61,94,59,44,53,73,36,63,46,55,50,27,11,x
72,16122000,74,93,0,35,31,25,16,11,39,52,68,70,87,64,47,90,45,8,9,20,x
73,20122000,81,39,50,94,69,18,91,92,73,11,71,99,83,59,41,98,93,74,14,30,x
74,23122000,13,48,53,99,11,96,57,71,92,17,42,28,40,24,49,87,41,61,46,43,x
75,27122000,98,64,87,78,15,73,37,85,1,95,94,76,48,26,59,57,11,27,38,39,x
76,30122000,0,22,61,80,96,31,30,7,67,48,29,56,10,55,68,50,6,52,86,18,x
77,03012001,56,98,38,83,31,85,80,28,0,2,89,16,41,76,5,7,32,27,91,49,x
78,06012001,83,87,94,72,71,86,33,29,84,41,24,81,21,46,7,53,45,36,63,67,x
79,10012001,30,20,51,85,15,26,86,9,87,37,7,2,67,43,47,77,4,3,55,38,x
80,13012001,0,91,20,50,88,22,6,17,41,86,42,81,55,93,30,77,98,36,12,95,x
81,17012001,16,83,92,39,23,97,67,14,65,74,68,87,30,63,86,94,52,43,47,33,x
82,20012001,64,14,48,42,79,6,53,62,69,52,22,21,85,1,93,90,59,47,49,88,x
83,24012001,30,83,71,13,45,44,37,40,76,74,51,11,65,4,85,50,79,0,61,43,x
84,27012001,19,45,65,16,95,68,88,57,11,22,42,3,81,25,4,8,50,12,55,2,x
85,31012001,92,63,31,60,45,47,84,23,25,71,58,2,4,13,44,7,30,51,36,10,x
86,03022001,87,1,26,42,71,96,33,45,19,38,51,61,60,98,24,64,99,47,59,14,x
87,07022001,17,24,87,15,47,53,43,83,51,96,54,59,99,42,85,93,30,98,67,6,x
88,10022001,76,95,30,46,77,84,66,47,51,17,86,94,45,60,33,57,41,11,28,23,x
89,14022001,17,59,67,86,83,48,44,68,50,64,88,60,63,41,1,11,76,33,25,56,x
90,17022001,57,93,34,55,62,52,66,92,20,37,32,17,73,80,24,26,31,25,94,88,x
91,21022001,81,25,64,23,22,67,85,34,55,91,14,8,36,27,31,26,35,66,58,0,x
92,24022001,70,60,58,86,61,5,90,51,27,55,29,48,13,62,42,21,92,63,35,89,x
93,03032001,81,20,82,94,69,74,1,53,77,28,19,49,90,43,34,7,84,14,52,54,x
94,07032001,67,46,14,88,54,60,84,72,42,59,83,94,37,26,47,90,23,7,21,13,x
95,10032001,69,91,86,94,23,72,85,27,16,57,87,44,84,1,79,55,41,20,53,48,x
96,14032001,15,95,51,42,6,9,3,64,86,70,65,62,22,18,94,32,24,73,19,75,x
97,17032001,57,39,38,55,97,44,16,92,51,1,45,5,34,49,8,85,31,43,50,63,x
98,21032001,63,76,68,27,55,73,38,89,18,46,72,26,70,51,39,45,64,96,2,84,x
99,24032001,69,92,10,42,34,82,4,32,89,26,16,62,2,6,97,28,53,90,39,38,x
100,28032001,95,28,11,12,56,27,21,2,77,67,7,38,6,90,51,58,60,48,91,66,x
101,31032001,16,12,20,5,80,82,33,49,68,2,83,30,1,51,74,3,19,59,27,39,x
102,04042001,57,48,70,72,13,35,47,9,11,62,64,94,89,76,91,24,95,85,21,4,x
103,07042001,45,35,97,85,92,25,26,61,91,99,77,32,95,58,5,29,24,72,86,30,x
104,11042001,41,65,35,71,37,7,33,20,53,50,44,17,10,23,85,49,68,64,31,70,x
105,14042001,93,15,54,23,0,10,4,86,34,1,28,2,87,25,76,9,3,48,72,41,x
106,18042001,72,9,15,97,21,1,75,55,82,88,29,78,12,87,77,25,40,20,68,10,x
107,21042001,40,54,13,45,26,38,61,33,64,91,6,53,75,30,62,69,22,18,36,34,x
108,25042001,1,25,85,90,86,44,67,41,59,97,48,35,32,18,61,62,9,28,53,43,x
109,28042001,80,16,0,77,92,98,13,89,6,19,29,1,50,79,94,49,65,39,20,40,x
110,02052001,75,72,66,30,62,35,21,39,67,92,61,65,23,13,16,63,53,1,81,22,x
111,05052001,25,96,30,44,32,18,58,7,82,71,41,79,86,98,61,52,56,59,72,88,x
112,09052001,57,10,94,74,24,60,0,9,67,61,63,78,37,15,47,97,58,18,51,88,x
113,12052001,11,34,36,84,37,27,71,81,31,83,52,13,88,41,32,87,91,17,38,4,x
114,16052001,80,74,25,44,71,48,32,1,88,17,50,76,49,27,7,29,91,90,13,11,x
115,19052001,17,26,19,63,9,31,72,10,84,47,39,32,40,30,88,92,38,2,23,56,x
116,23052001,46,83,3,82,21,56,4,11,80,64,92,35,45,59,8,31,53,7,39,47,x
117,26052001,23,65,64,42,45,14,73,25,37,99,66,74,46,30,31,0,67,2,48,36,x
118,30052001,32,23,83,11,90,60,74,33,63,82,12,53,29,56,14,2,65,15,92,41,x
119,02062001,41,55,5,3,38,8,87,36,69,25,29,82,81,79,45,50,64,73,52,2,x
120,06062001,9,27,19,29,47,11,77,61,10,12,94,84,35,56,31,74,21,2,48,75,x
121,09062001,73,99,35,0,2,34,70,71,75,59,15,91,27,82,69,9,89,3,10,40,x
122,13062001,43,95,24,59,85,27,84,20,14,12,82,8,86,35,58,21,30,36,88,77,x
123,16062001,69,8,90,50,19,45,44,65,33,6,60,58,85,81,30,54,64,26,66,76,x
124,20062001,8,40,69,81,64,41,39,6,70,26,2,59,25,95,67,84,11,28,32,76,x
125,23062001,86,69,62,92,68,77,51,48,34,45,8,23,26,0,52,82,66,12,71,94,x
126,27062001,68,38,29,9,7,97,40,37,12,56,8,1,96,83,14,46,20,63,3,41,x
127,30062001,54,45,27,7,86,62,24,39,65,59,78,3,41,48,38,22,79,29,67,71,x
128,04072001,88,97,86,49,24,34,47,17,5,52,58,45,3,31,43,74,84,46,59,57,x
129,07072001,17,10,78,76,47,60,90,44,38,13,36,28,65,84,37,80,21,26,41,43,x
130,11072001,84,17,37,5,15,10,85,16,51,38,19,76,52,49,99,41,21,44,3,94,x
131,14072001,27,24,98,45,47,94,48,69,23,42,55,75,10,90,62,43,70,9,12,80,x
132,18072001,6,42,40,79,21,74,27,2,86,45,96,29,76,12,10,58,51,7,49,71,x
133,21072001,66,21,42,32,34,53,79,75,38,48,86,95,62,13,52,45,57,92,2,71,x
134,25072001,20,63,71,67,99,48,47,85,25,15,7,65,27,13,21,24,38,22,73,55,x
135,28072001,27,13,37,97,41,95,58,68,78,53,60,86,84,49,54,59,80,5,48,33,x
136,01082001,6,54,71,22,89,59,41,91,33,35,55,53,47,87,80,30,16,20,50,7,x
137,04082001,32,54,82,87,80,64,65,81,29,18,69,50,10,74,44,19,3,42,91,55,x
138,08082001,32,15,41,29,25,20,53,52,48,69,79,82,58,88,3,81,10,12,54,77,x
139,11082001,85,75,23,24,65,10,2,33,11,89,71,93,51,43,66,13,55,6,49,8,x
140,15082001,60,16,20,62,57,50,10,30,51,78,92,14,43,56,4,83,65,15,28,95,x
141,18082001,84,30,93,19,56,10,99,92,89,90,51,14,40,87,4,79,66,24,25,46,x
142,22082001,89,31,94,54,25,7,98,38,60,44,13,55,51,24,35,68,96,14,63,82,x
143,25082001,33,78,48,22,58,82,38,83,5,26,76,32,45,80,69,54,18,47,81,53,x
144,29082001,60,62,50,74,85,41,66,87,51,45,46,25,81,36,15,59,14,38,99,95,x
145,01092001,41,64,45,34,99,46,76,33,50,57,40,3,39,22,42,85,79,70,5,43,x
146,05092001,96,24,6,47,37,59,43,92,49,3,57,17,88,75,67,73,26,87,93,60,x
147,08092001,6,98,81,73,35,59,40,85,23,48,88,2,56,8,21,26,4,7,82,65,x
148,12092001,45,49,22,10,26,0,33,40,91,43,12,81,98,60,84,9,24,77,85,41,x
149,15092001,24,45,29,66,25,90,82,18,50,93,43,10,63,49,39,38,55,85,70,58,x
150,19092001,37,54,79,25,18,52,26,38,20,15,96,29,48,89,50,7,55,39,23,9,x
151,22092001,34,11,48,73,85,25,33,39,84,56,78,12,45,4,94,7,51,81,90,50,x
152,26092001,51,83,52,27,48,66,8,95,81,9,87,75,86,18,73,28,60,46,19,6,x
153,29092001,97,43,11,75,9,69,51,64,79,50,63,28,76,4,36,10,12,71,67,39,x
154,03102001,73,45,44,65,30,12,6,66,4,92,55,79,62,98,28,88,51,49,81,43,x
155,06102001,33,72,18,24,15,70,5,1,50,29,93,37,42,17,26,38,32,47,34,27,x
156,10102001,10,32,95,85,66,42,91,98,38,77,68,19,59,1,24,82,50,20,40,48,x
157,13102001,59,23,86,38,81,63,17,4,16,51,54,88,90,84,44,8,62,30,57,66,x
158,17102001,51,89,62,56,72,86,55,52,31,63,66,24,36,98,53,54,13,70,6,93,x
159,20102001,86,11,65,45,14,48,61,75,68,35,67,74,55,8,5,79,96,29,53,73,x
160,24102001,0,65,37,25,38,33,68,66,23,89,62,92,1,56,83,29,26,94,48,42,x
161,27102001,58,55,13,32,16,82,4,83,98,43,61,11,69,60,92,2,73,50,33,80,x
162,31102001,25,98,91,1,8,18,49,29,83,81,61,80,70,12,95,62,74,86,27,41,x
163,03112001,9,53,83,69,33,26,96,13,81,52,78,30,19,59,47,18,11,15,6,85,x
164,07112001,87,64,24,84,96,80,47,45,54,77,55,73,63,59,40,15,81,49,12,69,x
165,10112001,60,89,39,71,61,9,49,41,67,15,82,14,92,29,46,76,1,43,45,65,x
166,14112001,21,24,70,31,94,34,38,89,87,30,77,17,15,81,92,76,72,22,62,12,x
167,17112001,51,43,57,30,36,65,35,23,96,76,17,59,63,52,99,1,86,82,29,95,x
168,21112001,23,77,20,46,1,15,55,69,40,14,25,53,19,27,57,79,0,83,89,13,x
169,24112001,96,65,75,55,42,23,53,59,25,78,43,94,68,91,54,95,11,39,4,24,x
170,28112001,22,73,89,61,27,77,34,56,66,47,36,98,0,29,65,13,53,97,14,69,x
171,01122001,51,14,41,69,91,12,76,84,62,6,10,35,92,60,48,86,81,71,57,4,x
172,05122001,71,57,12,13,56,91,95,73,30,67,52,55,46,38,14,26,19,34,35,53,x
